DiagonalNonZeros,DiagonalSign,AvgDiagonalDistance,AbsoluteTrace,OneNorm,Trace,AvgNonzerosPerRow,ColumnDiagonalDominance,NonZeroPatternSymmetry,AbsoluteNonZeroSum,InfinityNorm,SymmetricFrobeniusNorm,upperBandwidth,Dimension,Symmetricity,MinNonZeroPerRow,DiagonalAverage,SymmeticInfinityNorm,DiagonalMean,FrobeniusNorn,RowVariance,AntiSymmetricFrobeniusNorm,lowerBandwidth,npoints,nnz,MaxNonZeroPerRow,ColumnVariance,solver,class
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,49834417,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,49834419,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,49834418,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,11256942,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,11256943,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,11256941,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,42851841,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,11256944,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,31459546,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,17887723,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,91845162,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,53362206,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,95762355,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,12321508,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,75830644,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,95762353,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,85483012,good
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,47942866,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,8520536,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,82456576,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,95762354,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,90783920,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,99720138,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,30870723,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,30870722,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,13323659,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,45869640,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,36564233,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,36564232,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,75830645,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,36564234,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,81986705,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,37052870,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,37052871,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,80361466,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,80361467,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,80361464,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,80361465,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,49834420,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,1216556,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,36564235,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,75830647,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,75830646,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,18524981,bad
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,37052869,good
661.1,-3,4794.4,661.1,68,1929.24,4.4,0,1,57515.7,1,857.634,6540,6611,1,0,0.004538,1,0.291822,10721.2,0.009858,0,6594,30,29088.4,1,0.003977,37052868,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,89565283,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,91036839,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,45869639,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,45869638,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,45869637,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,47942867,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,89269802,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,89269803,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,89269801,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,89269804,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,30870721,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,53302993,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,30870720,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,64278029,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,44526267,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,17734818,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,95762352,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,49834417,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,49834419,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,49834418,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,11256942,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,11256943,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,11256941,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,42851841,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,11256944,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,31459546,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,17887723,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,91845162,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,53362206,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,95762355,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,12321508,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,75830644,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,95762353,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,85483012,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,47942866,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,8520536,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,82456576,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,95762354,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,90783920,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,99720138,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,30870723,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,30870722,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,13323659,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,45869640,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,36564233,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,68908713,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,36564232,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,75830645,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,36564234,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,81986705,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,37052870,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,37052871,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,80361466,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,80361467,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,80361464,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,80361465,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,49834420,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,1216556,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,36564235,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,75830647,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,75830646,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,18524981,bad
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,37052869,good
0,-1,9090.16,0,7,68.5128,1.9,0,1,32220.3,0,10.5639,12756,15343,1,0,?,0,0.004465,7972.46,0,0,13210,30,29151.7,0,0.000176,37052868,bad
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,89565283,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,64278029,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,44526267,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,17887723,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,53362206,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,8520536,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,82456576,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,90783920,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,68908713,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,81986705,good
9754.13,-3,112.1,9754.13,9768,12648.1,1.6,0,0,11800000,7398,4868.36,2270,18289,0,0,0.00164,3699,0.691568,10800000,0.06,0,859,30,29262.4,1,190.774,1216556,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,89565283,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,64278029,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,44526267,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,17887723,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,53362206,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,8520536,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,82456576,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,90783920,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,68908713,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,81986705,good
17766,-3,110.667,17766,4050000,11665.2,1,0,0,12000000000,396608,6842.29,303,29610,0,0,0.001013,198304,0.393963,12000000000,0.038611,0,9759,30,29610,1,55500000,1216556,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,89565283,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,64278029,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,44526267,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,17887723,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,53362206,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,8520536,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,82456576,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,90783920,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,68908713,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,81986705,good
4756.67,-1,1829.24,4756.67,5,-4761.9,2.1,0,0,29967,1,0.597326,7947,14270,0,0,0.002102,1,-0.3337,6539.34,0,0.597326,3600,30,29967,0,0.000147,1216556,good
